BucketId,BucketSize
275,15
276,7
277,8
278,17
279,7
280,6
281,11
282,13
283,14
284,6
285,14
286,9
287,11
288,11
289,14
290,13
291,13
292,11
293,13
294,12
295,14
296,12
297,10
298,13
299,13
300,12
301,12
302,15
303,9
304,12
305,10
306,14
307,16
308,7
309,5
310,18
311,13
312,9
313,12
314,13
315,10
316,15
317,10
318,15
319,7
320,9
321,8
322,9
323,4
324,8
325,6
326,8
327,7
328,8
329,6
330,7
331,11
332,13
333,11
334,8
335,11
336,9
337,3
338,8
339,6
340,6
341,9
342,14
343,10
344,9
345,13
346,10
347,9
348,3
349,12
350,17
351,7
352,11
353,13
354,14
355,8
356,9
357,8
358,21
359,14
360,7
361,11
362,12
363,15
364,8
365,14
366,10
367,8
368,7
369,5
370,9
371,12
372,10
373,8
374,5
375,18
376,10
377,15
378,16
379,4
380,12
381,9
382,14
383,9
384,3
385,6
386,8
387,11
388,5
389,5
390,5
391,4
392,3
393,6
394,4
395,5
396,6
397,6
398,8
399,10
400,5
401,8
402,9
403,5
404,2
405,8
406,12
407,8
408,7
409,6
410,5
411,8
412,8
413,8
414,10
415,8
416,4
417,5
418,9
419,7
420,5
421,5
422,6
423,5
424,3
425,8
426,8
427,8
428,7
429,5
430,9
431,4
432,4
433,7
434,3
435,4
436,6
437,6
438,5
439,7
440,8
441,3
442,5
443,5
444,8
445,6
446,11
447,3
448,10
449,7
450,10
451,7
452,5
453,3
454,8
455,5
456,4
457,9
458,5
459,8
460,3
461,8
462,6
463,14
464,7
465,5
466,6
467,8
468,6
469,4
470,4
471,9
472,6
473,6
474,4
475,9
476,4
477,6
478,7
479,14
480,10
481,10
482,3
483,7
484,9
485,2
486,9
487,14
488,5
489,7
490,9
491,8
492,6
493,5
494,13
495,6
496,2
497,5
498,5
499,5
500,3
501,6
502,10
503,5
504,2
505,7
506,7
507,16
508,7
509,6
510,6
511,4
512,10
513,12
514,6
515,13
516,15
517,14
518,8
519,10
520,9
521,10
522,14
523,6
524,11
525,8
526,14
527,5
528,7
529,11
530,9
531,8
532,19
533,9
534,9
535,7
536,12
537,12
538,16
539,8
540,10
541,12
542,10
543,8
544,7
545,15
546,11
547,11
548,9
549,14
550,14
551,8
552,11
553,10
554,10
555,13
556,9
557,10
558,10
559,14
560,11
561,8
562,18
563,8
564,9
565,8
566,11
567,8
568,8
569,15
570,11
571,6
572,7
573,13
574,10
575,11
576,10
577,12
578,10
579,5
580,8
581,6
582,10
583,11
584,8
585,23
586,10
587,18
588,11
589,12
590,9
591,6
592,12
593,5
594,14
595,12
596,8
597,8
598,9
599,8
600,9
601,10
602,9
603,10
604,14
605,9
606,4
607,11
608,7
609,12
610,5
611,6
612,12
613,7
614,11
615,8
616,7
617,8
618,9
619,11
620,3
621,9
622,9
623,6
624,13
625,11
626,12
627,10
628,13
629,7
630,12
631,14
632,13
633,16
634,10
635,15
636,12
637,8
638,9
639,13
640,5
641,12
642,12
643,6
644,11
645,8
646,8
647,7
648,12
649,12
650,8
651,11
652,6
653,8
654,10
655,5
656,7
657,10
658,10
659,9
660,12
661,5
662,11
663,13
664,13
665,13
666,15
667,10
668,12
669,10
670,8
671,8
672,9
673,12
674,13
675,9
676,12
677,12
678,10
679,8
680,7
681,9
682,7
683,5
684,7
685,10
686,4
687,9
688,8
689,9
690,14
691,7
692,9
693,11
694,16
695,13
696,11
697,8
698,10
699,5
700,5
701,13
702,9
703,7
704,5
705,5
706,7
707,4
708,3
709,4
710,7
711,10
712,3
713,6
714,7
715,7
716,6
717,9
718,5
719,3
720,7
721,7
722,1
723,3
724,4
725,9
726,8
727,4
728,9
729,7
730,10
731,5
732,2
733,5
734,7
735,5
736,2
737,3
738,7
739,5
740,4
741,7
742,6
743,7
744,8
745,8
746,7
747,4
748,5
749,5
750,2
751,5
752,7
753,1
754,6
755,8
756,4
757,4
758,3
759,6
760,6
761,7
762,4
763,6
764,4
765,6
766,10
767,4
768,5
769,3
770,2
771,5
772,5
773,4
774,6
775,5
776,0
777,6
778,7
779,5
780,5
781,3
782,2
783,2
784,3
785,1
786,6
787,3
788,6
789,3
790,3
791,4
792,5
793,5
794,8
795,4
796,3
797,3
798,4
799,2
800,3
801,4
802,4
803,11
804,4
805,1
806,7
807,1
808,4
809,6
810,5
811,4
812,4
813,5
814,10
815,2
816,2
817,6
818,5
819,9
820,4
821,3
822,3
823,4
824,10
825,6
826,2
827,3
828,2
829,5
830,6
831,1
832,5
833,8
834,2
835,3
836,4
837,4
838,3
839,2
840,3
841,7
842,4
843,6
844,4
845,5
846,8
847,5
848,5
849,1
850,2
851,2
852,6
853,3
854,2
855,5
856,3
857,1
858,8
859,3
860,6
861,6
862,8
863,4
864,2
865,6
866,7
867,5
868,5
869,4
870,5
871,3
872,7
873,5
874,1
875,4
876,5
877,7
878,6
879,3
880,5
881,3
882,2
